"subbasin","year","month","day","...5","...6","...7","TT PREC     precipitation (rain + snow) volume (in-acre/day)","TT SURO     surface outflow volume (in-acre/day)","TT IFWO     interflow outflow volume (in-acre/day)","TT AGWO     groundwater outflow volume (in-acre/day)","TT PERO     total outflow rate volume (SURO+IFWO+AGWO) (in-acre/day)","TT DEP      stream depth (ft)","TT AVDEP    stream average depth (ft)","TT TAU      bed shear stress (kg/m^2)","TT RO       total rate of outflow from RCHRES (cfs)","TT SOSED    sediments load from land (english tons/day)","TT SSEDOUT1 suspended sediment concentration in outflow from the RCHRES (mg/l)","TT SSEDOUT2 suspended sediment concentration in outflow from the RCHRES (mg/l)","TT SSEDOUT3 suspended sediment concentration in outflow from the RCHRES (mg/l)","TT SSEDOUT  total suspended solid concentration in outflow from the RCHRES (mg/l)","TT POQUAL1  total flux of QUAL from the PLS_TN (lb/day)","TT POQUAL2  total flux of QUAL from the PLS_TP (lb/day)","TT POQUAL3  total flux of QUAL from the PLS_TCd (lb/day)","TT POQUAL4  total flux of QUAL from the PLS_TCu (lb/day)","TT POQUAL5  total flux of QUAL from the PLS_TPb (lb/day)","TT POQUAL6  total flux of QUAL from the PLS_TZn (lb/day)","TT CONC1    TN dissolved concentration (average) in RCHRES (mg/l)","TT CONC2    TP dissolved concentration (average) in RCHRES (mg/l)","TT CONC3    TCd dissolved concentration (average) in RCHRES (ug/l)","TT CONC4    TCu dissolved concentration (average) in RCHRES (ug/l)","TT CONC5    TPb dissolved concentration (average) in RCHRES (ug/l)","TT CONC6    TZn dissolved concentration (average) in RCHRES (ug/l)"
1077,2008,10,1,0,0,NA,0,0.4886410783231,0.0634466411556,7.308172016579,7.860259736058,0.02671090719004,0.02629856580369,27.89470211295,0.05058423136103,0.007999511138453,0,39.65378057359,11.42436222271,51.0781427963,1.716215712442,0.3751824117889,9.557100246924e-06,0.002388304662747,0.0003820381754678,0.09045170092095,2.277911783153,0.2908396709443,0.03651289969147,9.124086886655,1.459467685152,59.88811607928
1077,2008,10,2,0,0,NA,0,0.4964105229372,0.05386675111527,7.18815716849,7.738434442543,0.02620858248191,0.02585745359295,0.03595592107434,0.0492238745806,0.008089540093129,0,38.79399851928,11.17774285335,49.97174137263,1.698417871208,0.3694331486697,9.696675225558e-06,0.002423207079423,0.0003876233715242,0.0892035160223,2.252809882512,0.2892245447591,0.03633572296642,9.080382786405,1.45253010334,60.27299285121
1077,2008,10,3,0,0,NA,0,0.4937794268435,0.04993026372358,7.083391805844,7.627101496411,0.02587427850025,0.02554018457361,0.03551403113233,0.0482509902775,0.008060789361118,0,39.24924068655,11.30692625249,50.55616693904,1.676229905573,0.3642406644045,9.674500264883e-06,0.002417717095865,0.0003867499914385,0.0879987422148,2.262974064898,0.2904022923841,0.03683642351133,9.205808325555,1.472621560543,60.788192776
1077,2008,10,4,0,0,NA,0,0.5405453292059,0.05025277329868,7.018314392276,7.60911249478,0.0267438824503,0.02640858731255,0.03671512713492,0.05089537598611,0.008716028234699,0,40.21312988214,11.57727163383,51.79040151597,1.70828934602,0.3648544965659,1.055756270927e-05,0.002638559083684,0.0004220918379836,0.08796786173638,2.291753503546,0.2859331727567,0.03801262461751,9.500138852081,1.519740601452,59.77672150436
1077,2008,10,5,0,0,NA,0,0.4665005899919,0.04905172721107,6.971698582819,7.487250900022,0.02537691408567,0.02502732072938,0.03480357174399,0.04668681168644,0.007712358623969,0,39.65394480825,11.42269096515,51.0766357734,1.632145290448,0.3573093376867,9.226029947195e-06,0.002305784070533,0.0003688579324338,0.08637450453049,2.264940241474,0.2920108613656,0.03697187365223,9.240200751219,1.47817380509,61.09027251976
1077,2008,10,6,0,0,NA,0,0.4416944273191,0.04368448442033,6.831467368455,7.316846280194,0.02438594563677,0.02407379737282,0.0334837390378,0.04378101003653,0.007376710337769,0,39.7749890829,11.46097681357,51.23596589647,1.583187510695,0.3487653019272,8.800187103533e-06,0.002199386280095,0.0003518401585416,0.08444494918546,2.280346195909,0.2993208616773,0.03707427232243,9.265873698806,1.482288316174,63.05402886099
1077,2008,10,7,0,0,NA,0,0.4629560676847,0.04404531526462,6.690725366194,7.197726749144,0.02446541385455,0.02416805420139,0.03361520004573,0.04407044036507,0.007565685452298,0,40.28880373851,11.60622039147,51.89502412998,1.579048086065,0.3435107320019,9.074649520067e-06,0.002267738615384,0.0003627519604291,0.08306967650816,2.315105589956,0.2988756282505,0.03762678432991,9.403144489381,1.504171636278,62.93184141875
1077,2008,10,8,0,0,NA,0,0.4559604283507,0.04490654014859,6.565635371832,7.066502340331,0.0242114678034,0.02391149475206,0.03326119512653,0.04329104758789,0.007453406140322,0,40.67849659755,11.71785894692,52.39635554447,1.551797638159,0.337395724949,8.943605670533e-06,0.002234999305485,0.0003575156917439,0.08154749862556,2.332552300615,0.3005789261207,0.03790656778765,9.473015682496,1.515344057854,63.11415453212
1077,2008,10,9,0,0,NA,0,0.5061908109806,0.04877934127923,6.468044913884,7.023015066144,0.025016574267,0.02472545104995,0.03438417134196,0.04576344134224,0.008048528230883,0,41.28023997097,11.88575723867,53.16599720965,1.583027186419,0.3365532300526,9.752476806635e-06,0.002436968456258,0.0003898075500972,0.08108869695019,2.366926446967,0.2954001847207,0.03884559064757,9.70716182851,1.552750548113,61.6384608731
1077,2008,10,10,0,0,NA,0,0.4540921746652,0.05114695783228,6.419286602795,6.924525735293,0.02463484326475,0.02426427505025,0.03374814180127,0.04436313077255,0.007478256543382,0,41.73096865801,12.01631051723,53.74727917524,1.527885696204,0.3315462725227,8.997244961302e-06,0.00224854445329,0.0003596955457363,0.07993225156644,2.36012138549,0.2978457882435,0.03873700611734,9.680487254665,1.548526628444,61.80263596016
